"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Dendrocitta frontalis",20953,"species","coltre1","Collared Treepie","Passeriformes","Corvidae",NA,"Collared Treepie"
"Trogon collaris",9235,"species","coltro1","Collared Trogon","Trogoniformes","Trogonidae",NA,"Collared Trogon"
"Trogon collaris puella",9236,"issf","coltro2","Collared Trogon (Xalapa)","Trogoniformes","Trogonidae","coltro1","Collared Trogon (Xalapa)"
"Trogon collaris [collaris Group]",9240,"issf","coltro3","Collared Trogon (Collared)","Trogoniformes","Trogonidae","coltro1","Collared Trogon (Collared)"
"Columba sp.",1934,"spuh","columb1","Columba sp.","Columbiformes","Columbidae",NA,"יונה בלתי-מזוהה"
"Leiothlypis crissalis",33302,"species","colwar","Colima Warbler","Passeriformes","Parulidae",NA,"Colima Warbler"
"Argya huttoni",26061,"species","combab1","Afghan Babbler","Passeriformes","Leiothrichidae",NA,"Afghan Babbler"
"Argya caudata",26064,"species","combab3","Common Babbler","Passeriformes","Leiothrichidae",NA,"Common Babbler"
"Buteogallus anthracinus",8134,"species","comblh1","Common Black Hawk","Accipitriformes","Accipitridae",NA,"Common Black Hawk"
"Bleda syndactylus",23783,"species","combri2","Red-tailed Bristlebill","Passeriformes","Pycnonotidae",NA,"Red-tailed Bristlebill"
"Phaps chalcoptera",2204,"species","combro1","Common Bronzewing","Columbiformes","Columbidae",NA,"Common Bronzewing"
"Hypsipetes parvirostris",24163,"species","combul1","Grande Comore Bulbul","Passeriformes","Pycnonotidae",NA,"Grande Comore Bulbul"
"Pycnonotus barbatus",24002,"species","combul2","Common Bulbul","Passeriformes","Pycnonotidae",NA,"בולבול אפריקני"
"Pycnonotus barbatus [barbatus Group]",24003,"issf","combul3","Common Bulbul (Common)","Passeriformes","Pycnonotidae","combul2","Common Bulbul (Common)"
"Pycnonotus barbatus dodsoni",24010,"issf","combul4","Common Bulbul (Dodson's)","Passeriformes","Pycnonotidae","combul2","Common Bulbul (Dodson's)"
"Pycnonotus barbatus somaliensis",24009,"issf","combul5","Common Bulbul (Somali)","Passeriformes","Pycnonotidae","combul2","Common Bulbul (Somali)"
"Pycnonotus barbatus [tricolor Group]",24011,"issf","combul6","Common Bulbul (Dark-capped)","Passeriformes","Pycnonotidae","combul2","Common Bulbul (Dark-capped)"
"Chlorospingus flavopectus ophthalmicus",32194,"issf","combut1","Common Chlorospingus (Northeast Mexico)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Northeast Mexico)"
"Chlorospingus flavopectus fulvigularis",32223,"issf","combut10","Common Chlorospingus (Southern Bolivia)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Southern Bolivia)"
"Chlorospingus flavopectus argentinus",32224,"issf","combut11","Common Chlorospingus (Argentina)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Argentina)"
"Chlorospingus flavopectus punctulatus",32204,"issf","combut2","Common Chlorospingus (Central Panama)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Central Panama)"
"Chlorospingus flavopectus albifrons",32195,"issf","combut3","Common Chlorospingus (Southwest Mexico)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Southwest Mexico)"
"Chlorospingus flavopectus [postocularis Group]",32196,"issf","combut4","Common Chlorospingus (Middle America)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Middle America)"
"Chlorospingus flavopectus [venezuelanus Group]",32205,"issf","combut5","Common Chlorospingus (Venezuela)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Venezuela)"
"Chlorospingus flavopectus [flavopectus Group]",32210,"issf","combut6","Common Chlorospingus (Northern Andes)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Northern Andes)"
"Chlorospingus flavopectus cinereocephalus",32220,"issf","combut7","Common Chlorospingus (cinereocephalus)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (cinereocephalus)"
"Chlorospingus flavopectus peruvianus",32221,"issf","combut8","Common Chlorospingus (Southern Peru)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Southern Peru)"
"Chlorospingus flavopectus bolivianus",32222,"issf","combut9","Common Chlorospingus (Northern Bolivia)","Passeriformes","Passerellidae","cobtan1","Common Chlorospingus (Northern Bolivia)"
"Buteo buteo",8262,"species","combuz1","Common Buzzard","Accipitriformes","Accipitridae",NA,"עקב חורף"
"Buteo buteo rothschildi",8265,"issf","combuz2","Common Buzzard (Azores)","Accipitriformes","Accipitridae","combuz1","עקב חורף (אזוריים)"
"Buteo buteo insularum",8266,"issf","combuz3","Common Buzzard (Canary Is.)","Accipitriformes","Accipitridae","combuz1","עקב חורף (איים קנריים)"
"Buteo buteo bannermani",8267,"issf","combuz4","Common Buzzard (Cape Verde)","Accipitriformes","Accipitridae","combuz1","עקב כף ורדה"
"Buteo buteo vulpinus/menetriesi",8268,"issf","combuz5","Common Buzzard (Steppe)","Accipitriformes","Accipitridae","combuz1","עקב מזרחי"
"Buteo japonicus",8273,"species","combuz6","Eastern Buzzard","Accipitriformes","Accipitridae",NA,"עקב יפני"
"Buteo buteo buteo",8263,"issf","combuz7","Common Buzzard (Western)","Accipitriformes","Accipitridae","combuz1","עקב חורף מערבי"
"Buteo buteo arrigonii",8264,"issf","combuz8","Common Buzzard (Corsican)","Accipitriformes","Accipitridae","combuz1","עקב חורף (קורסיקה)"
"Buteo refectus",8271,"species","combuz9","Himalayan Buzzard","Accipitriformes","Accipitridae",NA,"Himalayan Buzzard"
"Serinus canaria",31910,"species","comcan","Island Canary","Passeriformes","Fringillidae",NA,"בזבוז קנרי"
"Fringilla coelebs",31293,"species","comcha","Common Chaffinch","Passeriformes","Fringillidae",NA,"פרוש מצוי"
"Fringilla coelebs africana",31311,"issf","comcha1","African Chaffinch (African)","Passeriformes","Fringillidae","comcha","African Chaffinch (African)"
"Fringilla coelebs spodiogenys",31312,"issf","comcha2","African Chaffinch (Tunisian)","Passeriformes","Fringillidae","comcha","African Chaffinch (Tunisian)"
"Fringilla coelebs [coelebs Group]",31294,"issf","comcha3","Common Chaffinch (Common)-","Passeriformes","Fringillidae","comcha","Common Chaffinch (Common)-"
"Fringilla coelebs canariensis/ombriosa",31307,"issf","comcha4","Canary Islands Chaffinch (Canary Is.)","Passeriformes","Fringillidae","comcha","Canary Islands Chaffinch (Canary Is.)"
"Fringilla coelebs moreletti/maderensis",31304,"issf","comcha5","Common Chaffinch (Azores/Madeira)-","Passeriformes","Fringillidae","comcha","Common Chaffinch (Azores/Madeira)-"
"Fringilla coelebs palmae",31310,"issf","comcha6","Canary Islands Chaffinch (La Palma)","Passeriformes","Fringillidae","comcha","Canary Islands Chaffinch (La Palma)"
"Phylloscopus collybita",24317,"species","comchi1","Common Chiffchaff","Passeriformes","Phylloscopidae",NA,"עלווית חורף"
"Phylloscopus collybita [collybita Group]",24318,"issf","comchi3","Common Chiffchaff (Common)","Passeriformes","Phylloscopidae","comchi1","עלווית חורף (אירופית)"
"Phylloscopus collybita tristis",24324,"issf","comchi4","Common Chiffchaff (Siberian)","Passeriformes","Phylloscopidae","comchi1","עלווית חורף (סיבירית)"
"Edolisoma tenuirostre [tenuirostre Group]",18440,"issf","comcic1","Common Cicadabird (Slender-billed)-","Passeriformes","Campephagidae","cicada1","Common Cicadabird (Slender-billed)-"
"Edolisoma tenuirostre obiense/pelingi",18453,"issf","comcic2","Common Cicadabird (Obi)-","Passeriformes","Campephagidae","cicada1","Common Cicadabird (Obi)-"
"Edolisoma tenuirostre grayi",18456,"issf","comcic3","North Moluccan Cicadabird (North Moluccan)","Passeriformes","Campephagidae","cicada1","North Moluccan Cicadabird (North Moluccan)"
"Edolisoma tenuirostre meyerii/numforanum",18457,"issf","comcic4","Geelvink Cicadabird","Passeriformes","Campephagidae","cicada1","Geelvink Cicadabird"
"Edolisoma tenuirostre rostratum",18460,"issf","comcic5","Rossel Cicadabird","Passeriformes","Campephagidae","cicada1","Rossel Cicadabird"
"Edolisoma tenuirostre [erythropygium Group]",18461,"issf","comcic6","Bismarck Cicadabird","Passeriformes","Campephagidae","cicada1","Bismarck Cicadabird"
"Grus grus",5641,"species","comcra","Common Crane","Gruiformes","Gruidae",NA,"עגור אפור"
"Cuculus canorus",3396,"species","comcuc","Common Cuckoo","Cuculiformes","Cuculidae",NA,"קוקיה אירופית"
"Dicrurus fuscipennis",19933,"species","comdro1","Grande Comore Drongo","Passeriformes","Dicruridae",NA,"Grande Comore Drongo"
"Sarkidiornis melanotos",372,"species","comduc2","Knob-billed Duck","Anseriformes","Anatidae",NA,"ברווז בלט-מקור"
"Sarkidiornis sylvicola",373,"species","comduc3","Comb Duck","Anseriformes","Anatidae",NA,"Comb Duck"
"Somateria mollissima",664,"species","comeid","Common Eider","Anseriformes","Anatidae",NA,"אדרית שחורת-כיפה"
"Somateria mollissima v-nigrum",667,"issf","comeid1","Common Eider (Pacific)","Anseriformes","Anatidae","comeid","אדרית שחורת-כיפה (פציפית)"
"Somateria mollissima dresseri",668,"issf","comeid2","Common Eider (Dresser's)","Anseriformes","Anatidae","comeid","אדרית שחורת-כיפה (dresseri)"
"Somateria mollissima borealis",669,"issf","comeid3","Common Eider (Northern)","Anseriformes","Anatidae","comeid","אדרית שחורת-כיפה (צפונית)"
"Somateria mollissima sedentaria",670,"issf","comeid4","Common Eider (Hudson Bay)","Anseriformes","Anatidae","comeid","אדרית שחורת-כיפה (sedentaria)"
"Somateria mollissima mollissima",665,"issf","comeid5","Common Eider (Eurasian)","Anseriformes","Anatidae","comeid","אדרית שחורת-כיפה (אירואסייתית)"
"Somateria mollissima faeroeensis",666,"issf","comeid6","Common Eider (Faroe Is.)","Anseriformes","Anatidae","comeid","אדרית שחורת-כיפה (faeroeensis)"
"Poospiza garleppi",34735,"species","comfin1","Cochabamba Mountain Finch","Passeriformes","Thraupidae",NA,"Cochabamba Mountain Finch"
"Lanius humeralis/collaris",20642,"slash","comfis1","Northern/Southern Fiscal (Common Fiscal)","Passeriformes","Laniidae",NA,"Northern/Southern Fiscal (Common Fiscal)"
"Dinopium javanense",11286,"species","comfla1","Common Flameback","Piciformes","Picidae",NA,"Common Flameback"
"Gallinula galeata",5386,"species","comgal1","Common Gallinule","Gruiformes","Rallidae",NA,"סופית אמריקנית"
"Gallinula galeata garmani",5393,"issf","comgal2","Common Gallinule (Altiplano)","Gruiformes","Rallidae","comgal1","Common Gallinule (Altiplano)"
"Bucephala clangula",690,"species","comgol","Common Goldeneye","Anseriformes","Anatidae",NA,"עבראש ירוק"
"Laniarius barbarus",19636,"species","comgon1","Yellow-crowned Gonolek","Passeriformes","Malaconotidae",NA,"Yellow-crowned Gonolek"
"Quiscalus quiscula",33177,"species","comgra","Common Grackle","Passeriformes","Icteridae",NA,"Common Grackle"
"Quiscalus quiscula quiscula/stonei",33178,"issf","comgra1","Common Grackle (Florida/Purple)","Passeriformes","Icteridae","comgra","Common Grackle (Florida/Purple)"
"Quiscalus quiscula versicolor",33181,"issf","comgra2","Common Grackle (Bronzed)","Passeriformes","Icteridae","comgra","Common Grackle (Bronzed)"
"Tringa nebularia",6127,"species","comgre","Common Greenshank","Charadriiformes","Scolopacidae",NA,"ביצנית ירוקת-רגל"
"Cissa chinensis [chinensis Group]",20915,"issf","comgrm1","Common Green-Magpie (Common)","Passeriformes","Corvidae","gremag1","Common Green-Magpie (Common)"
"Cissa chinensis margaritae",20920,"issf","comgrm2","Common Green-Magpie (Yellow-crowned)","Passeriformes","Corvidae","gremag1","Common Green-Magpie (Yellow-crowned)"
"Larus canus canus",6420,"issf","comgul1","Common Gull (European)","Charadriiformes","Laridae","mewgul","שחף אפרורי (אירואסייתי)"
"Delichon urbicum urbicum/meridionale",23730,"issf","comhom1","Western House-Martin","Passeriformes","Hirundinidae","cohmar1","טסית בתים"
"Delichon urbicum lagopodum",23733,"issf","comhom2","Siberian House-Martin","Passeriformes","Hirundinidae","cohmar1","טסית בתים מזרחית"
"Aegithina tiphia",19520,"species","comior1","Common Iora","Passeriformes","Aegithinidae",NA,"Common Iora"
"Neomixis tenella",22401,"species","comjer1","Common Jery","Passeriformes","Cisticolidae",NA,"Common Jery"
"Alcedo atthis",9547,"species","comkin1","Common Kingfisher","Coraciiformes","Alcedinidae",NA,"שלדג גמדי"
"Alcedo atthis [atthis Group]",9548,"issf","comkin2","Common Kingfisher (Common)","Coraciiformes","Alcedinidae","comkin1","שלדג גמדי (אירואסייתי)"
"Alcedo atthis hispidoides/salomonensis",9554,"issf","comkin3","Common Kingfisher (Cobalt-eared)","Coraciiformes","Alcedinidae","comkin1","שלדג גמדי (איים פציפיים)"
"Gavia immer",6720,"species","comloo","Common Loon","Gaviiformes","Gaviidae",NA,"צוללן צפוני"
"Mergus merganser",708,"species","commer","Common Merganser","Anseriformes","Anatidae",NA,"מרגון גדול"
"Mergus merganser americanus",712,"issf","commer1","Common Merganser (North American)","Anseriformes","Anatidae","commer","מרגון גדול (צפון אמריקני)"
"Geositta cunicularia",14189,"species","commin1","Common Miner","Passeriformes","Furnariidae",NA,"Common Miner"
"Geositta cunicularia [cunicularia Group]",14197,"issf","commin2","Common Miner (Patagonian)","Passeriformes","Furnariidae","commin1","Common Miner (Patagonian)"
"Geositta cunicularia [frobeni Group]",14190,"issf","commin3","Common Miner (Altiplano)","Passeriformes","Furnariidae","commin1","Common Miner (Altiplano)"
"Geositta cunicularia deserticolor",14195,"issf","commin4","Common Miner (Coastal Desert)","Passeriformes","Furnariidae","commin1","Common Miner (Coastal Desert)"
"Geositta cunicularia fissirostris",14196,"issf","commin5","Common Miner (Central Chile)","Passeriformes","Furnariidae","commin1","Common Miner (Central Chile)"
"Geositta cunicularia georgei",14194,"issf","commin6","Common Miner (georgei)","Passeriformes","Furnariidae","commin1","Common Miner (georgei)"
"Gallinula chloropus/galeata",5395,"slash","commoo","Eurasian Moorhen/Common Gallinule","Gruiformes","Rallidae",NA,"Eurasian Moorhen/Common Gallinule"
"Gallinula galeata sandvicensis",5394,"issf","commoo1","Common Gallinule (Hawaiian)","Gruiformes","Rallidae","comgal1","Common Gallinule (Hawaiian)"
"Gallinula galeata [galeata Group]",5387,"issf","commoo2","Common Gallinule (American)","Gruiformes","Rallidae","comgal1","Common Gallinule (American)"
"Gallinula chloropus",5380,"species","commoo3","Eurasian Moorhen","Gruiformes","Rallidae",NA,"סופית"
"Uria aalge",6288,"species","commur","Common Murre","Charadriiformes","Alcidae",NA,"אורייה מצויה"
"Acridotheres tristis",27278,"species","commyn","Common Myna","Passeriformes","Sturnidae",NA,"מיינה מצויה"
"Newtonia brunneicauda",19479,"species","comnew1","Common Newtonia","Passeriformes","Vangidae",NA,"Common Newtonia"
"Chordeiles minor",3482,"species","comnig","Common Nighthawk","Caprimulgiformes","Caprimulgidae",NA,"תחמס אמריקני"
"Luscinia megarhynchos",28767,"species","comnig1","Common Nightingale","Passeriformes","Muscicapidae",NA,"זמיר הירדן"
"Luscinia megarhynchos megarhynchos/africana",28768,"issf","comnig2","Common Nightingale (megarhynchos/africana)","Passeriformes","Muscicapidae","comnig1","זמיר הירדן (מערבי)"
"Luscinia megarhynchos golzii",28771,"issf","comnig3","Common Nightingale (golzii)","Passeriformes","Muscicapidae","comnig1","זמיר הירדן (מזרחי)"
"Tanysiptera galatea rosseliana",9914,"issf","compak15","Common Paradise-Kingfisher (Rossel)","Coraciiformes","Alcedinidae","copkin1","Common Paradise-Kingfisher (Rossel)"
"Tanysiptera galatea [galatea Group]",9899,"issf","compak16","Common Paradise-Kingfisher (Common)","Coraciiformes","Alcedinidae","copkin1","Common Paradise-Kingfisher (Common)"
"Nyctidromus albicollis",3527,"species","compau","Common Pauraque","Caprimulgiformes","Caprimulgidae",NA,"Common Pauraque"
"Pavo cristatus",1498,"species","compea","Indian Peafowl","Galliformes","Phasianidae",NA,"טווס הודי"
"Columba pollenii",1908,"species","compig1","Comoro Pigeon","Columbiformes","Columbidae",NA,"Comoro Pigeon"
"Aythya ferina",620,"species","compoc","Common Pochard","Anseriformes","Anatidae",NA,"צולל חלודי"
"Phalaenoptilus nuttallii",3578,"species","compoo","Common Poorwill","Caprimulgiformes","Caprimulgidae",NA,"Common Poorwill"
"Nyctibius griseus",3738,"species","compot1","Common Potoo","Caprimulgiformes","Nyctibiidae",NA,"Common Potoo"
"Coturnix coturnix",1659,"species","comqua1","Common Quail","Galliformes","Phasianidae",NA,"שליו נודד"
"Corvus corax",21121,"species","comrav","Common Raven","Passeriformes","Corvidae",NA,"עורב שחור"
"Acanthis flammea",31820,"species","comred","Redpoll (Common)","Passeriformes","Fringillidae",NA,"תפוחית שחורת-סנטר (שחורת-סנטר/איסלנדית)"
"Tringa totanus",6137,"species","comred1","Common Redshank","Charadriiformes","Scolopacidae",NA,"ביצנית לבנת-כנף"
"Phoenicurus phoenicurus",28979,"species","comred2","Common Redstart","Passeriformes","Muscicapidae",NA,"חכלילית עצים"
"Acanthis flammea flammea",31821,"issf","comred3","Redpoll (flammea)","Passeriformes","Fringillidae","comred","תפוחית שחורת-סנטר (שחורת-סנטר)"
"Acanthis flammea rostrata/islandica",31822,"issf","comred4","Redpoll (rostrata/islandica)","Passeriformes","Fringillidae","comred","תפוחית שחורת-סנטר (גרינלד)"
"Phoenicurus phoenicurus phoenicurus",28980,"issf","comred5","Common Redstart (Common)","Passeriformes","Muscicapidae","comred2","חכלילית עצים (אירופית)"
"Phoenicurus phoenicurus samamisicus",28981,"issf","comred6","Common Redstart (Ehrenberg's)","Passeriformes","Muscicapidae","comred2","חכלילית עצים (לבנת-כנף)"
"Carpodacus erythrinus",31489,"species","comros","Common Rosefinch","Passeriformes","Fringillidae",NA,"ורדית אירופית"
"Actitis hypoleucos",6115,"species","comsan","Common Sandpiper","Charadriiformes","Scolopacidae",NA,"ביצנית לבנת-בטן"
"Tadorna tadorna",399,"species","comshe","Common Shelduck","Anseriformes","Anatidae",NA,"טדורנה"
