SciName,campaign,year,season,unit,subunit,site,point_name,habitat,lon,lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250
Streptopelia decaocto,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Slope 7,Slope,34.81018,30.89014,23/05/2018 00:00,08:29:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,1
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,1
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,0,0,2,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palswi3,0
Corvus cornix,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,0,0,4,B,NA,NA,NA,בחווה,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,hoocro1,0
Cercotrichas galactotes,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,2,1,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,rutscr1,3
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,1,1,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,2
Hirundo rustica,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,barswa,1
Lanius excubitor,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,norshr1,1
Cinnyris osea,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palsun2,1
Prinia gracilis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,1,1,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,grapri1,2
Prinia gracilis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,grapri1,1
Pterocles orientalis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,0,1,0,B,NA,NA,NA,בתעופה גבוהה,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,blbsan1,1
Pycnonotus xanthopygos,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,whsbul1,1
Pycnonotus xanthopygos,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,whsbul1,1
Scotocerca inquieta,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,stswar1,1
Spilopelia senegalensis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,0,1,0,B,NA,NA,NA,בלימן,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,laudov1,1
Streptopelia decaocto,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,1
Streptopelia turtur,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 2,Wadi,34.84463,30.90668,23/05/2018 00:00,08:08:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eutdov,2
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,1,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,2
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,1
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palswi3,1
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,2,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,2
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,1
Lanius excubitor,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,2,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,norshr1,2
Cinnyris osea,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palsun2,1
Pterocles senegallus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,3,0,0,B,NA,NA,NA,חלפו מזרחה מעל לנקודה,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,sposan1,3
Scotocerca inquieta,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,stswar1,1
Streptopelia decaocto,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,2,1,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,2
Argya squamiceps,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 3,Wadi,34.84315,30.87666,23/05/2018 00:00,06:54:00,0,0,0,1,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,arabab1,0
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,1,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,2
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,1
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,0,2,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palswi3,0
Burhinus oedicnemus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eutkne1,1
Columba livia,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,0,2,A,NA,NA,NA,עפות צפונה,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,rocpig,0
Columba livia,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,0,15,B,NA,NA,NA,עפות צפונה,NA,15,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,rocpig,0
Corvus ruficollis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,0,2,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,brnrav1,0
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,1,1,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,2
Iduna pallida,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eaowar1,1
Onychognathus tristramii,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,0,2,A,NA,NA,NA,בלימן,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,trista1,0
Pterocles orientalis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,0,1,B,NA,NA,NA,קולות תעופה,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,blbsan1,0
Upupa epops,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Far Wadi 4,Wadi,34.82775,30.86936,23/05/2018 00:00,06:19:00,0,0,0,1,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,hoopoe,0
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,1,2,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,deslar1,3
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palswi3,1
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,1,2,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,crelar1,3
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,0,1,1,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,crelar1,1
Iduna pallida,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,0,1,0,B,NA,NA,NA,בלימן,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eaowar1,1
Onychognathus tristramii,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,trista1,1
Passer domesticus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,1,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,2
Scotocerca inquieta,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,stswar1,1
Streptopelia decaocto,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,1
Streptopelia turtur,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 1,Slope,34.83161,30.88374,23/05/2018 00:00,07:16:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eutdov,1
Apus apus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,1,0,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,comswi,1
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,3,1,0,A,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palswi3,4
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,3,2,0,B,NA,NA,NA,אוספים חרקים בשולי ובתוך היישוב,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palswi3,5
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,crelar1,1
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,1,0,1,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,crelar1,2
Passer domesticus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,3,20,0,A,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,23
Passer domesticus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,10,0,0,B,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,10
Prinia gracilis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,grapri1,1
Pycnonotus xanthopygos,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,1
Streptopelia decaocto,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,2
Acridotheres tristis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,commyn,1
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,deslar1,2
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,crelar1,1
Ptyonoprogne fuligula,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocmar2,2
Oenanthe lugens,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,mouwhe2,2
Passer domesticus,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,10,0,A,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,12
Pycnonotus xanthopygos,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,1
Spilopelia senegalensis,T2,2018,Spring,Negev Highlands,NA,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,laudov1,1
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,0,4,A,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palswi3,0
Buteo buteo,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,0,1,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,combuz1,0
Columba livia,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,0,8,A,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,rocpig,0
Corvus cornix,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,0,2,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,hoocro1,0
Corvus ruficollis,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,1,0,B,NA,NA,NA,במעוף,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,brnrav1,1
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,1
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,0
Oenanthe lugens,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 2,Slope,34.79583,30.8565,31/03/2018 00:00,07:18:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,mouwhe2,1
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 8,Slope,34.75744,30.8536,31/03/2018 00:00,08:54:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,1
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 8,Slope,34.75744,30.8536,31/03/2018 00:00,08:54:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,1
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 8,Slope,34.75744,30.8536,31/03/2018 00:00,08:54:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,1
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 8,Slope,34.75744,30.8536,31/03/2018 00:00,08:54:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,0
Scotocerca inquieta,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 8,Slope,34.75744,30.8536,31/03/2018 00:00,08:54:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,stswar1,1
Ammomanes deserti,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 9,Slope,34.80234,30.85467,31/03/2018 00:00,07:42:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,deslar1,1
Apus pallidus,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 9,Slope,34.80234,30.85467,31/03/2018 00:00,07:42:00,0,0,0,2,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palswi3,0
Corvus ruficollis,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 9,Slope,34.80234,30.85467,31/03/2018 00:00,07:42:00,0,0,0,1,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,brnrav1,0
Galerida cristata,T2,2018,Spring,Negev Highlands,NA,Sde Boker,Sde Boker Far Slope 9,Slope,34.80234,30.85467,31/03/2018 00:00,07:42:00,0,0,1,1,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,crelar1,1
