SciName,campaign,year,season,unit,subunit,site,point_name,habitat,orig_lon,orig_lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250,latitude,longitude
Streptopelia decaocto,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,13/05/2014 00:00,,0,1,2,1,,,,,,,4,,,,,,,False,,Near,,,,,,eucdov,3,30.88603,34.82784
Vanellus spinosus,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,13/05/2014 00:00,,0,0,0,2,,,,,,,2,,,,,,,False,,Near,,,,,,spwlap1,0,30.88603,34.82784
Acridotheres tristis,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,0,0,0,2,,,,,,,2,,,,,,,False,,Near,,,,,,commyn,0,30.88603,34.82784
Alectoris chukar,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,0,2,0,0,,,,,,,2,,,,,,,False,,Near,,,,,,chukar,2,30.88603,34.82784
Alectoris chukar,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,0,1,1,0,,,,,,,2,,,,,,,False,,Near,,,,,,chukar,2,30.88603,34.82784
Passer domesticus,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,0,0,20,0,,,,,,,20,,,,,,,False,,Near,,,,,,houspa,20,30.88603,34.82784
Prinia gracilis,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,1,0,1,0,,,,,,,2,,,,,,,False,,Near,,,,,,grapri1,2,30.88603,34.82784
Spilopelia senegalensis,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,0,1,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,laudov1,1,30.88603,34.82784
Streptopelia decaocto,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,2,0,0,0,,,,,,,2,,,,,,,False,,Near,,,,,,eucdov,2,30.88603,34.82784
Curruca curruca,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,28/03/2016 00:00,07:14:00,2,0,1,0,,,,,,,3,,,,,,,False,,Near,,,,,,leswhi4,3,30.88603,34.82784
Apus apus,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,1,0,0,0,B,,,,,,1,,,,,,,False,,Near,,,,,,comswi,1,30.88603,34.82784
Apus pallidus,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,3,1,0,A,,,,,,4,,,,,,,False,,Near,,,,,,palswi3,4,30.88603,34.82784
Apus pallidus,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,3,2,0,B,,,,אוספים חרקים בשולי ובתוך היישוב,,5,,,,,,,False,,Near,,,,,,palswi3,5,30.88603,34.82784
Galerida cristata,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,0,1,0,A,,,,,,1,,,,,,,False,,Near,,,,,,crelar1,1,30.88603,34.82784
Galerida cristata,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,1,0,1,0,B,,,,,,2,,,,,,,False,,Near,,,,,,crelar1,2,30.88603,34.82784
Passer domesticus,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,3,20,0,A,,,,,,23,,,,,,,False,,Near,,,,,,houspa,23,30.88603,34.82784
Passer domesticus,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,10,0,0,B,,,,,,10,,,,,,,False,,Near,,,,,,houspa,10,30.88603,34.82784
Prinia gracilis,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,0,1,0,B,,,,,,1,,,,,,,False,,Near,,,,,,grapri1,1,30.88603,34.82784
Pycnonotus xanthopygos,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,1,0,0,B,,,,,,1,,,,,,,False,,Near,,,,,,whsbul1,1,30.88603,34.82784
Streptopelia decaocto,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,23/05/2018 00:00,07:31:00,0,2,0,0,A,,,,,,2,,,,,,,False,,Near,,,,,,eucdov,2,30.88603,34.82784
Acridotheres tristis,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,0,1,0,A,Eyal Shochat,,,,116.0,1,,,,,,,False,,Near,,,,,,commyn,1,30.88603,34.82784
Acridotheres tristis,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,1,1,0,B,Eyal Shochat,,,,116.0,2,,,,,,,False,,Near,,,,,,commyn,2,30.88603,34.82784
Galerida cristata,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,1,1,0,A,Eyal Shochat,,,,116.0,2,,,,,,,False,,Near,,,,,,crelar1,2,30.88603,34.82784
Merops apiaster,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,0,0,4,A,Eyal Shochat,,,,116.0,4,,,,,,,False,,Near,,,,,,eubeat1,0,30.88603,34.82784
Cinnyris osea,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,1,0,0,A,Eyal Shochat,,,,116.0,1,,,,,,,False,,Near,,,,,,palsun2,1,30.88603,34.82784
Onychognathus tristramii,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,1,0,0,B,Eyal Shochat,,,,116.0,1,,,,,,,False,,Near,,,,,,trista1,1,30.88603,34.82784
Passer domesticus,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,5,7,4,A,Eyal Shochat,,,,116.0,16,,,,,,,False,,Near,,,,,,houspa,12,30.88603,34.82784
Passer domesticus,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,3,6,7,B,Eyal Shochat,,,,116.0,16,,,,,,,False,,Near,,,,,,houspa,9,30.88603,34.82784
Pycnonotus xanthopygos,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,1,0,0,B,Eyal Shochat,,,,116.0,1,,,,,,,False,,Near,,,,,,whsbul1,1,30.88603,34.82784
Spilopelia senegalensis,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,0,1,0,A,Eyal Shochat,,,,116.0,1,,,,,,,False,,Near,,,,,,laudov1,1,30.88603,34.82784
Spilopelia senegalensis,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,1,0,0,B,Eyal Shochat,,,,116.0,1,,,,,,,False,,Near,,,,,,laudov1,1,30.88603,34.82784
Streptopelia decaocto,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 3,Slope,34.82784,30.88603,06/05/2020 03:00,10:47:40,0,0,0,1,B,Eyal Shochat,,,,116.0,1,,,,,,,False,,Near,,,,,,eucdov,0,30.88603,34.82784
Burhinus oedicnemus,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,0,35,0,,,,,,,35,,,,,,,False,,Near,,,,,,eutkne1,35,30.88882,34.8312
Columba livia,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,0,6,3,,,,,,,9,,,,,,,False,,Near,,,,,,rocpig,6,30.88882,34.8312
Falco tinnunculus,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,0,1,0,,,,,,,1,,,,,,,False,,Near,,,,,,eurkes,1,30.88882,34.8312
Ptyonoprogne fuligula,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,0,2,0,,,,,,,2,,,,,,,False,,Near,,,,,,rocmar2,2,30.88882,34.8312
Cinnyris osea,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,palsun2,1,30.88882,34.8312
Passer domesticus,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,6,5,3,,,,,,,14,,,,,,,False,,Near,,,,,,houspa,11,30.88882,34.8312
Pycnonotus xanthopygos,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,2,0,0,,,,,,,2,,,,,,,False,,Near,,,,,,whsbul1,2,30.88882,34.8312
Spilopelia senegalensis,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,3,2,0,,,,,,,5,,,,,,,False,,Near,,,,,,laudov1,5,30.88882,34.8312
Streptopelia decaocto,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,2,4,0,,,,,,,6,,,,,,,False,,Near,,,,,,eucdov,6,30.88882,34.8312
Streptopelia turtur,T0,2014,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,13/05/2014 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,eutdov,1,30.88882,34.8312
Columba livia,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,28/03/2016 00:00,07:29:00,0,0,2,0,,,,,,,2,,,,,,,False,,Near,,,,,,rocpig,2,30.88882,34.8312
Galerida cristata,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,28/03/2016 00:00,07:29:00,0,0,1,0,,,,,,,1,,,,,,,False,,Near,,,,,,crelar1,1,30.88882,34.8312
Galerida cristata,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,28/03/2016 00:00,07:29:00,0,1,1,0,,,,,,,2,,,,,,,False,,Near,,,,,,crelar1,2,30.88882,34.8312
Passer domesticus,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,28/03/2016 00:00,07:29:00,0,0,10,0,,,,,,,10,,,,,,,False,,Near,,,,,,houspa,10,30.88882,34.8312
Ptyonoprogne fuligula,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,28/03/2016 00:00,07:29:00,0,0,2,0,,,,,,,2,,,,,,,False,,Near,,,,,,rocmar2,2,30.88882,34.8312
Streptopelia decaocto,T1,2016,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,28/03/2016 00:00,07:29:00,0,0,2,0,,,,,,,2,,,,,,,False,,Near,,,,,,eucdov,2,30.88882,34.8312
Acridotheres tristis,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,0,1,0,A,,,,,,1,,,,,,,False,,Near,,,,,,commyn,1,30.88882,34.8312
Ammomanes deserti,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,0,0,A,,,,,,2,,,,,,,False,,Near,,,,,,deslar1,2,30.88882,34.8312
Galerida cristata,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,0,1,0,B,,,,,,1,,,,,,,False,,Near,,,,,,crelar1,1,30.88882,34.8312
Ptyonoprogne fuligula,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,0,0,A,,,,,,2,,,,,,,False,,Near,,,,,,rocmar2,2,30.88882,34.8312
Oenanthe lugens,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,0,0,A,,,,,,2,,,,,,,False,,Near,,,,,,mouwhe2,2,30.88882,34.8312
Passer domesticus,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,2,10,0,A,,,,,,12,,,,,,,False,,Near,,,,,,houspa,12,30.88882,34.8312
Pycnonotus xanthopygos,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,0,1,0,B,,,,,,1,,,,,,,False,,Near,,,,,,whsbul1,1,30.88882,34.8312
Spilopelia senegalensis,T2,2018,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,23/05/2018 00:00,07:48:00,0,1,0,0,A,,,,,,1,,,,,,,False,,Near,,,,,,laudov1,1,30.88882,34.8312
Acridotheres tristis,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,0,1,0,A,Eyal Shochat,,,,80.0,1,,,,,,,False,,Near,,,,,,commyn,1,30.88882,34.8312
Columba livia,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,2,0,0,A,Eyal Shochat,,,,80.0,2,,,,,,,False,,Near,,,,,,rocpig,2,30.88882,34.8312
Galerida cristata,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,2,1,0,A,Eyal Shochat,,,,80.0,3,,,,,,,False,,Near,,,,,,crelar1,3,30.88882,34.8312
Ptyonoprogne fuligula,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,0,1,0,A,Eyal Shochat,,,,80.0,1,,,,,,,False,,Near,,,,,,rocmar2,1,30.88882,34.8312
Ptyonoprogne fuligula,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,1,0,0,B,Eyal Shochat,,,,80.0,1,,,,,,,False,,Near,,,,,,rocmar2,1,30.88882,34.8312
Hirundo rustica,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,1,0,0,0,B,Eyal Shochat,,,,80.0,1,,,,,,,False,,Near,,,,,,barswa,1,30.88882,34.8312
Merops apiaster,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,0,2,0,A,Eyal Shochat,,,,80.0,2,,,,,,,False,,Near,,,,,,eubeat1,2,30.88882,34.8312
Cinnyris osea,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,1,0,0,A,Eyal Shochat,,,,80.0,1,,,,,,,False,,Near,,,,,,palsun2,1,30.88882,34.8312
Passer domesticus,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,4,3,0,A,Eyal Shochat,,,,80.0,7,,,,,,,False,,Near,,,,,,houspa,7,30.88882,34.8312
Passer domesticus,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,5,8,4,B,Eyal Shochat,,,,80.0,17,,,,,,,False,,Near,,,,,,houspa,13,30.88882,34.8312
Spilopelia senegalensis,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,0,2,0,A,Eyal Shochat,,,,80.0,2,,,,,,,False,,Near,,,,,,laudov1,2,30.88882,34.8312
Spilopelia senegalensis,T3,2020,Spring,Negev Highlands,,Merhav Am,Merhav Am Near Slope 5,Slope,34.8312,30.88882,06/05/2020 03:00,11:02:40,0,2,0,0,B,Eyal Shochat,,,,80.0,2,,,,,,,False,,Near,,,,,,laudov1,2,30.88882,34.8312
Ammomanes deserti,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 2,Slope,34.78986,30.61406,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Far,,,,,,deslar1,2,30.61406,34.78986
Linaria cannabina,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 2,Slope,34.78986,30.61406,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Far,,,,,,eurlin1,1,30.61406,34.78986
Columba livia,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 2,Slope,34.78986,30.61406,19/04/2012 00:00,,0,0,3,0,,,,,,,3,,,,,,,True,,Far,,,,,,rocpig,3,30.61406,34.78986
Galerida cristata,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 2,Slope,34.78986,30.61406,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Far,,,,,,crelar1,1,30.61406,34.78986
Galerida cristata,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 4,Slope,34.81603,30.62388,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Far,,,,,,crelar1,1,30.62388,34.81603
Ptyonoprogne fuligula,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 4,Slope,34.81603,30.62388,19/04/2012 00:00,,0,0,2,2,,,,,,,4,,,,,,,True,,Far,,,,,,rocmar2,2,30.62388,34.81603
Oenanthe oenanthe,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 4,Slope,34.81603,30.62388,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Far,,,,,,norwhe,2,30.62388,34.81603
Ammomanes deserti,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 6,Slope,34.7941,30.62427,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Far,,,,,,deslar1,1,30.62427,34.7941
Aquila nipalensis,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 6,Slope,34.7941,30.62427,19/04/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,Far,,,,,,steeag1,0,30.62427,34.7941
Galerida cristata,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 6,Slope,34.7941,30.62427,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Far,,,,,,crelar1,2,30.62427,34.7941
Oenanthe lugens,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 6,Slope,34.7941,30.62427,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Far,,,,,,mouwhe2,1,30.62427,34.7941
Rhodospiza obsoleta,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Far 6,Slope,34.7941,30.62427,19/04/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,Far,,,,,,desfin2,0,30.62427,34.7941
Anthus trivialis,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Near,,,,,,trepip,1,30.60772,34.79684
Chloris chloris,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Near,,,,,,eurgre1,2,30.60772,34.79684
Columba livia,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,0,25,2,,,,,,,27,,,,,,,True,,Near,,,,,,rocpig,25,30.60772,34.79684
Iduna pallida,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,1,0,0,0,,,,,,,1,,,,,,,True,,Near,,,,,,eaowar1,1,30.60772,34.79684
Ptyonoprogne fuligula,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,1,0,1,0,,,,,,,2,,,,,,,True,,Near,,,,,,rocmar2,2,30.60772,34.79684
Lanius nubicus,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Near,,,,,,masshr1,1,30.60772,34.79684
Passer domesticus,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,2,15,2,,,,,,,19,,,,,,,True,,Near,,,,,,houspa,17,30.60772,34.79684
Pycnonotus xanthopygos,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Near,,,,,,whsbul1,2,30.60772,34.79684
Spilopelia senegalensis,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,0,2,1,,,,,,,3,,,,,,,True,,Near,,,,,,laudov1,2,30.60772,34.79684
Curruca curruca,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,,Near,,,,,,leswhi4,1,30.60772,34.79684
Argya squamiceps,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 1,Slope,34.79684,30.60772,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Near,,,,,,arabab1,2,30.60772,34.79684
Alectoris chukar,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,6,0,0,,,,,,,6,,,,,,,True,,Near,,,,,,chukar,6,30.61416,34.80468
Anthus trivialis,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,,Near,,,,,,trepip,1,30.61416,34.80468
Columba livia,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,0,10,5,,,,,,,15,,,,,,,True,,Near,,,,,,rocpig,10,30.61416,34.80468
Corvus cornix,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,0,2,2,,,,,,,4,,,,,,,True,,Near,,,,,,hoocro1,2,30.61416,34.80468
Ficedula albicollis,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Near,,,,,,colfly1,1,30.61416,34.80468
Ptyonoprogne fuligula,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Near,,,,,,rocmar2,2,30.61416,34.80468
Lanius nubicus,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Near,,,,,,masshr1,2,30.61416,34.80468
Muscicapa striata,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,Near,,,,,,spofly1,1,30.61416,34.80468
Passer domesticus,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,2,10,30,10,,,,,,,52,,,,,,,True,,Near,,,,,,houspa,42,30.61416,34.80468
Streptopelia decaocto,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 3,Slope,34.80468,30.61416,19/04/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,Near,,,,,,eucdov,2,30.61416,34.80468
Chloris chloris,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 5,Slope,34.79852,30.62026,19/04/2012 00:00,,0,0,4,0,,,,,,,4,,,,,,,True,,Near,,,,,,eurgre1,4,30.62026,34.79852
Jynx torquilla,T0,2012,Spring,Negev Highlands,,Mitzpe Ramon,Mitzpe Ramon Near 5,Slope,34.79852,30.62026,19/04/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,,Near,,,,,,eurwry,1,30.62026,34.79852
